Species,Country,Kingdom,Phylum,System,Native_Regions
Anas platyrhynchos,"Afghanistan, Albania, Algeria, Andorra, Antarctica, Antigua_and_barbuda, Armenia, Aruba, Australia, Austria, Azerbaijan, Bahamas, Bahrain, Bangladesh, Belarus, Belgium, Belize, Bermuda, Bes_islands, Bhutan, Bosnia_and_herzegovnia, Brunei_darussalam, Bulgaria, Canada, Cayman_islands, China, Colombia, Cook_islands, Costa_rica, Croatia, Cuba, Cyprus, Czech_republic, Denmark, Djibouti, Egypt, Eritrea, Estonia, Ethiopia, Falkland_islands, Faroe_islands, Finland, France, Gambia, Georgia, Germany, Gibraltar, Greece, Greenland, Guadeloupe, Guam, Guatemala, Haiti, Honduras, Hong_kong, Hungary, Iceland, India, Iran, Iraq, Ireland, Israel, Italy, Jamaica, Japan, Jordan, Kazakhstan, Kenya, Kiribati, Kuwait, Kyrgystan, Latvia, Lebanon, Libya, Liechtenstein, Lithuania, Luxembourg, Macedonia, Malaysia, Mali, Malta, Marshall_islands, Martinique, Mauritania, Mexico, Micronesia, Moldova, Mongolia, Montenegro, Morocco, Myanmar, Nepal, Netherlands, New_calcedonia, New_zealand, Nicaragua, Niger, Nigeria, North_korea, Northern_mariana_islands, Norway, Oman, Pakistan, Panama, Philippines, Poland, Portugal, Puerto_rico, Qatar, Romania, Russia, Saint_pierre_and_miquelon, Saint_vincent_and_the_grenadines, San_marino, Saudi_arabia, Senegal, Serbia, Seychelles, Slovakia, Slovenia, Somalia, South_africa, South_korea, Spain, Sudan, Svalbard_and_jan_mayen, Sweden, Switzerland, Syrian_arab_republic, Taiwan, Tajikistan, Thailand, Trinidad_and_tabago, Tunisia, Turkey, Turkmenistan, Turks_and_caicos_islands, Ukraine, United_arab_emirates, United_kingdom, United_states, Uzbekistan, Vanauatu, Vietnam, Virgin_islands_us, Yemen, Zambia",Animalia,Chordata,Freshwater_terrestrial,"Estonia, Spain, United States of America"
Anaxyrus americanus,United_states,Animalia,Chordata,Freshwater_terrestrial,"China, United States of America"
Andropogon virginicus,"Australia, French_polynesia, New_zealand, United_states, United_states_minor_outlying_islands",Plantae,Magnoliophyta,Terrestrial,"Australia, Canada, Cuba, United States of America"
Aneides vagrans,Canada,Animalia,Chordata,Freshwater_terrestrial,"Canada, United States of America"
Angiopteris evecta,"American_samoa, Australia, Cook_islands, Costa_rica, Cuba, Fiji, French_polynesia, Guam, Indonesia, Jamaica, Madagascar, Malaysia, Mexico, Micronesia, New_calcedonia, Niue, Northern_mariana_islands, Palau, Solomon_islands, Sri_lanka, Thailand, Tonga, United_states",Plantae,Pteridophyta,Terrestrial,"Australia, Chinese Taipei, French Polynesia, India, Indonesia, Malaysia, Papua New Guinea"
Annona glabra,"Australia, Cook_islands, Fiji, French_polynesia, Guadeloupe, Martinique, Micronesia, New_calcedonia, Solomon_islands, United_states, Vietnam",Plantae,Magnoliophyta,Terrestrial,"Australia, Brazil, Colombia, Papua New Guinea, United States of America"
Annona squamosa,"Anguilla, French_polynesia, Mayotte, New_calcedonia, Reunion",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei, Colombia, India"
Anolis aeneus,"Grenada, Guyana, Saint_vincent_and_the_grenadines, Trinidad_and_tabago",Animalia,Chordata,Terrestrial,"Grenada, Guyana, Saint Vincent and the Grenadines, Trinidad and Tobago"
Anolis carolinensis,"Anguilla, Bahamas, Belize, Cayman_islands, Japan, Northern_mariana_islands, United_states",Animalia,Chordata,Terrestrial,"Chinese Taipei, Guam, Northern Mariana Islands, United States of America"
Anolis cristatellus,"Costa_rica, Dominica, Dominican_republic, Puerto_rico, United_states, Virgin_islands_british, Virgin_islands_us",Animalia,Chordata,Terrestrial,"Costa Rica, Puerto Rico, United States of America"
Anolis distichus,"Bahamas, United_states",Animalia,Chordata,Terrestrial,"Bahamas, Dominican Republic, United States of America"
Anolis equestris,"Cayman_islands, Cuba, Spain, United_states",Animalia,Chordata,Terrestrial,"Cuba, United States of America"
Anolis extremus,"Barbados, Bermuda, Saint_lucia, Trinidad_and_tabago, United_states, Venezuela",Animalia,Chordata,Terrestrial,"Barbados, Bermuda, Saint Lucia"
Anolis garmani,"Cayman_islands, Jamaica, United_states",Animalia,Chordata,Terrestrial,"Jamaica, United States of America"
Anolis leachii,"Antigua_and_barbuda, Bermuda",Animalia,Chordata,Terrestrial,"Antigua and Barbuda, Bermuda, Saint Kitts and Nevis"
Anolis lineatus,"Aruba, Suriname",Animalia,Chordata,Terrestrial,"Aruba, Curaçao, unknown or invalid"
Anolis maynardi,Cayman_islands,Animalia,Chordata,Terrestrial,
Anolis porcatus,"Cuba, Dominican_republic",Animalia,Chordata,Terrestrial,"Bahamas, Cuba, Northern Mariana Islands"
Anolis richardii,"Grenada, Suriname, Trinidad_and_tabago",Animalia,Chordata,Terrestrial,"Grenada, Saint Vincent and the Grenadines, Trinidad and Tobago"
Anolis trinitatis,"Saint_vincent_and_the_grenadines, Trinidad_and_tabago, Venezuela",Animalia,Chordata,Terrestrial,"Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago"
Anolis wattsi,"Antigua_and_barbuda, Saint_lucia, Trinidad_and_tabago",Animalia,Chordata,Terrestrial,"Antigua and Barbuda, Bonaire, Sint Eustatius and Saba, Saint Kitts and Nevis, Saint Lucia"
Anopheles quadrimaculatus,"Canada, Panama, United_states",Animalia,Arthropoda,Terrestrial,United States of America
Anoplolepis gracilipes,"American_samoa, Australia, Brunei_darussalam, Cambodia, Chile, China, Christmas_island, Cook_islands, Fiji, French_polynesia, Guam, Hong_kong, India, Indonesia, Japan, Kiribati, Malaysia, Marshall_islands, Mauritius, Mexico, Micronesia, Myanmar, New_calcedonia, New_zealand, Niue, Northern_mariana_islands, Palau, Papua_new_guinea, Philippines, Reunion, Samoa, Seychelles, Singapore, Solomon_islands, South_africa, Sri_lanka, Taiwan, Tanzania, Thailand, Tokelau, Tonga, Tuvalu, United_states, United_states_minor_outlying_islands, Vanauatu, Vietnam, Wallis_and_futuna",Animalia,Arthropoda,Terrestrial,
Anoplophora chinensis,"China, France, Germany, Hong_kong, Italy, Japan, Macao, Myanmar, Netherlands, United_kingdom, United_states, Vietnam",Animalia,Arthropoda,Terrestrial,
Anoplophora glabripennis,"Austria, Canada, China, France, Germany, Hong_kong, Italy, North_korea, Poland, Slovakia, South_korea, United_states",Animalia,Arthropoda,Terrestrial,
Anredera cordifolia,"Argentina, Australia, Bolivia, Brazil, Colombia, Cook_islands, Costa_rica, Ecuador, El_salvador, Fiji, Guatemala, Honduras, Malawi, Mexico, New_zealand, Paraguay, Portugal, Puerto_rico, Senegal, South_africa, Spain, Swaziland, United_states, Uruguay",Plantae,Magnoliophyta,Terrestrial,"Argentina, Brazil, Chinese Taipei, Spain"
Anser anser,"Afghanistan, Albania, Algeria, Argentina, Armenia, Austria, Azerbaijan, Bahrain, Bangladesh, Belarus, Belgium, Bhutan, Bosnia_and_herzegovnia, Bulgaria, China, Croatia, Cyprus, Czech_republic, Denmark, Egypt, Estonia, Falkland_islands, Faroe_islands, Finland, France, Germany, Gibraltar, Greece, Greenland, Hong_kong, Hungary, Iceland, India, Iran, Iraq, Ireland, Israel, Italy, Japan, Jordan, Kazakhstan, Kuwait, Kyrgystan, Laos, Latvia, Libya, Liechtenstein, Lithuania, Luxembourg, Macedonia, Malta, Moldova, Mongolia, Montenegro, Morocco, Myanmar, Nepal, Netherlands, Norway, Oman, Pakistan, Poland, Portugal, Romania, Russia, Saudi_arabia, Slovakia, Slovenia, South_africa, South_korea, Spain, Sri_lanka, Svalbard_and_jan_mayen, Sweden, Switzerland, Syrian_arab_republic, Tajikistan, Thailand, Tunisia, Turkey, Turkmenistan, Ukraine, United_arab_emirates, United_kingdom, Uzbekistan, Vietnam",Animalia,Chordata,Freshwater_terrestrial,"Belgium, Spain"
Anser caerulescens,"Netherlands, United_kingdom",Animalia,Chordata,Freshwater_terrestrial,"Canada, Spain, United States of America"
Anser cygnoid,"Germany, Italy, Netherlands, United_kingdom",Animalia,Chordata,Freshwater_terrestrial,"China, Japan, Mongolia, Russian Federation, United Kingdom of Great Britain and Northern Ireland, United States of America"
Anser indicus,"Belgium, Canada, Denmark, Estonia, Germany, Iceland, Italy, Latvia, Myanmar, Netherlands, Norway, Poland, Romania, Slovenia, Spain, Sweden, United_kingdom",Animalia,Chordata,Freshwater_terrestrial,"China, India, Mongolia, Spain, Sri Lanka, United Kingdom of Great Britain and Northern Ireland, United States of America, unknown or invalid"
Anthonomus grandis,"Argentina, Brazil, Colombia, Mexico, Paraguay, United_states, Venezuela",Animalia,Arthropoda,Terrestrial,United States of America
Antidesma bunias,"French_polynesia, Reunion",Plantae,Magnoliophyta,Terrestrial,"Australia, Philippines"
Antigonon leptopus,"American_samoa, Anguilla, Bahamas, Bermuda, Cayman_islands, Cook_islands, Dominican_republic, Ecuador, Fiji, French_polynesia, Guadeloupe, Guam, Haiti, Kiribati, Marshall_islands, Mayotte, Mexico, Micronesia, Nauru, Niue, Northern_mariana_islands, Palau, Papua_new_guinea, Pitcairn, Reunion, Saint_barthelemy, Saint_martin, Samoa, Tonga, United_states, United_states_minor_outlying_islands, Virgin_islands_us",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei, Colombia, Guyana, Timor-Leste"
Apis mellifera scutellata,"Australia, Bermuda, Puerto_rico, United_states",Animalia,Arthropoda,Terrestrial,"Australia, Colombia, Estonia, France, Spain, United States of America"
Aplonis panayensis,"Taiwan, United_kingdom",Animalia,Chordata,Terrestrial,"Indonesia, Malaysia, Philippines, Singapore"
Ara ararauna,United_states,Animalia,Chordata,Terrestrial,"Bolivia (Plurinational State of), Brazil, Colombia, Ecuador, Guyana, Panama, Peru, Suriname, United States of America, Venezuela (Bolivarian Republic of)"
Ara severus,United_states,Animalia,Chordata,Terrestrial,"Bolivia (Plurinational State of), Brazil, Colombia, Ecuador, Panama, Peru, Suriname, Venezuela (Bolivarian Republic of)"
Aratinga nenday,United_states,Animalia,Chordata,Terrestrial,"Argentina, Brazil, Paraguay, United States of America"
Aratinga weddellii,"United_kingdom, United_states",Animalia,Chordata,Terrestrial,"Bolivia (Plurinational State of), Brazil, Ecuador, Peru"
Archontophoenix cunninghamiana,"Australia, Brazil, Egypt, New_calcedonia, New_zealand, Singapore, South_africa, United_states",Plantae,Magnoliophyta,Terrestrial,Australia
Ardisia acuminata,"Belize, Bermuda, Bolivia, Brazil, Colombia, Costa_rica, Ecuador, French_guiana, Guyana, Nicaragua, Peru, Suriname, Venezuela",Plantae,Magnoliophyta,Terrestrial,
Ardisia crenata,"Australia, China, Cook_islands, Fiji, Japan, Malaysia, Mauritius, Myanmar, North_korea, Philippines, Reunion, Seychelles, South_korea, Taiwan, Thailand, United_states, Vietnam",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei, Japan, Seychelles, United States of America"
Ardisia elliptica,"Australia, Cook_islands, French_polynesia, Reunion, Saint_lucia, United_states",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei, Papua New Guinea"
Arion intermedius,Chile,Animalia,Mollusca,Terrestrial,"France, Ireland, Spain, United Kingdom of Great Britain and Northern Ireland"
Arundo donax,"Afghanistan, Algeria, Argentina, Australia, Azerbaijan, Bangladesh, Bermuda, Bolivia, Brazil, Cayman_islands, Chile, China, Cook_islands, Costa_rica, Cyprus, Dominican_republic, Ecuador, Egypt, El_salvador, Fiji, France, French_polynesia, Georgia, Germany, Gibraltar, Greece, Guam, Guatemala, Haiti, Hungary, India, Indonesia, Iran, Iraq, Israel, Italy, Japan, Jordan, Kiribati, Lebanon, Libya, Malta, Mexico, Micronesia, Myanmar, Namibia, Nauru, Nepal, New_calcedonia, New_zealand, Nicaragua, Norfolk_island, Pakistan, Palau, Paraguay, Peru, Portugal, Romania, Saint_lucia, Samoa, Saudi_arabia, South_africa, Spain, Swaziland, Syrian_arab_republic, Taiwan, Tonga, Tunisia, Turkey, Turkmenistan, Ukraine, United_states, Uruguay, Uzbekistan, Venezuela",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei, Cyprus, Spain, United States of America"
Ascidiella aspersa,"Australia, India, New_zealand, Norway, United_kingdom, United_states",Animalia,Chordata,Marine,Italy
Asparagus densiflorus,"Anguilla, Australia, Bahamas, Bermuda, Christmas_island, Cook_islands, French_polynesia, Guadeloupe, Guam, India, Marshall_islands, Martinique, New_calcedonia, New_zealand, Northern_mariana_islands, Palau, Reunion, Saint_barthelemy, Saint_martin, Samoa, South_africa, Tonga, United_states",Plantae,Magnoliophyta,Terrestrial,Spain
Asparagus officinalis,"Afghanistan, Albania, Algeria, Armenia, Australia, Austria, Azerbaijan, Belarus, Belgium, Bermuda, Bulgaria, Canada, China, Cook_islands, Czech_republic, Denmark, Ecuador, France, French_polynesia, Georgia, Germany, Greece, Guam, Hungary, Iran, Italy, Japan, Kazakhstan, Kuwait, Lebanon, Mauritius, Moldova, Mongolia, Morocco, Netherlands, New_calcedonia, New_zealand, Poland, Portugal, Romania, Russia, Solomon_islands, Spain, Switzerland, Syrian_arab_republic, Tunisia, Turkey, Ukraine, United_states",Plantae,Magnoliophyta,Terrestrial,"Argentina, Armenia, Azerbaijan, Canada, Denmark, France, Georgia, Hungary, Italy, Japan, Kazakhstan, Moldova, Republic of, Netherlands, Norway, Peru, Russian Federation, Slovakia, Spain, Sweden, Ukraine, United States of America"
Asterias amurensis,"Australia, China, Japan, North_korea, South_korea",Animalia,Echinodermata,Marine,
Asystasia gangetica,"Anguilla, French_polynesia, Guadeloupe, Martinique, Mayotte, New_calcedonia, Reunion",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei, Christmas Island, Papua New Guinea, Timor-Leste"
Athene noctua,"New_zealand, United_kingdom",Animalia,Chordata,Terrestrial,Spain
Aulacaspis yasumatsui,"Cayman_islands, China, Cote_d'ivoire, France, Guam, Hong_kong, New_zealand, Northern_mariana_islands, Palau, Puerto_rico, Singapore, Taiwan, Thailand, United_states, Virgin_islands_us",Animalia,Arthropoda,Terrestrial,
Austroeupatorium inulifolium,"Argentina, Australia, Bolivia, Brazil, Colombia, Ecuador, Guyana, Indonesia, Panama, Paraguay, Peru, Philippines, Saint_helena, Sri_lanka, Taiwan, Uruguay, Venezuela",Plantae,Magnoliophyta,Terrestrial,"Argentina, Chinese Taipei, Colombia, Indonesia"
Axis axis,"Argentina, Australia, Croatia, India, Nepal, Sri_lanka, United_states",Animalia,Chordata,Terrestrial,"India, Japan, United States of America"
Azolla pinnata,"Australia, China, India, Japan, Madagascar, Malaysia, New_zealand, Papua_new_guinea, Philippines, United_states, Vietnam",Plantae,Pteridophyta,Terrestrial,Australia
Bacopa monnieri,"Argentina, Australia, Bahamas, Barbados, Belize, Bhutan, Bolivia, Brazil, Cambodia, Cayman_islands, Chile, China, Costa_rica, Cuba, Dominican_republic, Ecuador, El_salvador, French_guiana, Grenada, Guadeloupe, Guatemala, Haiti, Honduras, India, Indonesia, Jamaica, Laos, Madagascar, Malaysia, Martinique, Mexico, Mozambique, Nicaragua, Nigeria, Panama, Peru, Philippines, Puerto_rico, Saint_lucia, Somalia, South_africa, Sri_lanka, Taiwan, Thailand, Trinidad_and_tabago, United_states, Vietnam, Virgin_islands_british, Virgin_islands_us",Plantae,Magnoliophyta,Terrestrial,"Argentina, Australia, Brazil, Chinese Taipei, Timor-Leste, United States of America, Uruguay"
Bactrocera tryoni,"Australia, French_polynesia, New_calcedonia, Pitcairn",Animalia,Arthropoda,Terrestrial,
Bambusa vulgaris,"American_samoa, Australia, Brazil, British_indian_ocean_territory, China, Cook_islands, Costa_rica, Fiji, French_polynesia, Guam, India, Jamaica, Japan, Kiribati, Madagascar, Marshall_islands, Mexico, Micronesia, Nauru, New_calcedonia, Niue, Northern_mariana_islands, Palau, Puerto_rico, Reunion, Saint_lucia, Samoa, Solomon_islands, Tonga, United_states, Virgin_islands_us",Plantae,Magnoliophyta,Terrestrial,"Colombia, United States of America"
Bambusicola thoracicus,"Japan, Togo, United_states",Animalia,Chordata,Terrestrial,"China, Chinese Taipei, Japan, Malaysia"
Batillaria attramentaria,"Canada, Hong_kong, Japan, United_states",Animalia,Mollusca,Marine,
Begonia cucullata,"Bermuda, Reunion",Plantae,Magnoliophyta,Terrestrial,"Argentina, Brazil, Colombia"
Bellis perennis,"Albania, Austria, Azerbaijan, Belgium, Canada, Czech_republic, Denmark, Falkland_islands, France, Germany, Greece, Hungary, Iran, Israel, Italy, Japan, Libya, New_zealand, Poland, Portugal, Russia, Spain, Switzerland, Syrian_arab_republic, Turkey, Ukraine, United_kingdom, United_states",Plantae,Magnoliophyta,Terrestrial,"Estonia, France, Portugal, Spain"
Bemisia tabaci,"Australia, Bangladesh, Bermuda, Brazil, Burkina_faso, Burundi, Canada, Cook_islands, Costa_rica, Dominican_republic, Egypt, El_salvador, Fiji, French_polynesia, Gabon, Greece, Guinea, India, Indonesia, Iran, Israel, Jamaica, Japan, Jordan, Kiribati, Malta, Mexico, Micronesia, New_calcedonia, Niue, Pakistan, Palau, Papua_new_guinea, Portugal, Puerto_rico, Reunion, Saint_kitts_and_nevis, Saint_lucia, Samoa, Senegal, Sudan, Tanzania, Thailand, Turkey, Uganda, United_states, Vanauatu",Animalia,Arthropoda,Terrestrial,
Berberis buxifolia,"Argentina, Chile, Falkland_islands, Ireland, Sweden, United_kingdom",Plantae,Magnoliophyta,Terrestrial,"Argentina, Chile"
Berberis darwinii,"Argentina, Australia, Chile, Falkland_islands, Ireland, New_zealand, United_states",Plantae,Magnoliophyta,Terrestrial,Chile
Berberis thunbergii,"Australia, Austria, Canada, Denmark, Finland, Georgia, Germany, Italy, Japan, Netherlands, Poland, United_states",Plantae,Magnoliophyta,Terrestrial,"Canada, Japan, United States of America"
Bidens pilosa,"American_samoa, Antigua_and_barbuda, Argentina, Australia, Austria, Barbados, Belgium, Belize, Benin, Bolivia, Botswana, Brazil, British_indian_ocean_territory, Cambodia, Cameroon, Canada, Chile, China, Christmas_island, Colombia, Cook_islands, Costa_rica, Cote_d'ivoire, Cuba, Cyprus, Czech_republic, Democratic_republic_of_congo, Dominica, Dominican_republic, Ecuador, El_salvador, Estonia, Fiji, France, French_guiana, French_polynesia, Greece, Guadeloupe, Guam, Guatemala, Guyana, Haiti, Honduras, Indonesia, Israel, Italy, Jamaica, Japan, Kenya, Kiribati, Liberia, Malawi, Malaysia, Marshall_islands, Martinique, Mauritius, Mexico, Micronesia, Montserrat, Mozambique, New_calcedonia, New_zealand, Nicaragua, Nigeria, Niue, Norfolk_island, Northern_mariana_islands, Palau, Panama, Papua_new_guinea, Peru, Philippines, Pitcairn, Portugal, Puerto_rico, Saint_kitts_and_nevis, Saint_lucia, Saint_vincent_and_the_grenadines, Samoa, Seychelles, Sierra_leone, Slovenia, Solomon_islands, Spain, Suriname, Taiwan, Tanzania, Thailand, Tonga, Uganda, United_kingdom, United_states, United_states_minor_outlying_islands, Uruguay, Vanauatu, Venezuela, Vietnam, Virgin_islands_us, Wallis_and_futuna, Zambia, Zimbabwe",Plantae,Magnoliophyta,Terrestrial,"Argentina, Australia, Chile, Chinese Taipei, Colombia, Papua New Guinea, Spain"
Boa constrictor imperator,"Argentina, Aruba, Belize, Bolivia, Brazil, Colombia, Costa_rica, Ecuador, El_salvador, French_guiana, Guatemala, Guyana, Honduras, Mexico, Nicaragua, Panama, Paraguay, Peru, Puerto_rico, Suriname, United_states, Venezuela",Animalia,Chordata,Terrestrial,"Belize, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, unknown or invalid"
Boehmeria penduliflora,Reunion,Plantae,Magnoliophyta,Terrestrial,
Boiga irregularis,"Australia, British_indian_ocean_territory, Guam, Indonesia, Japan, Marshall_islands, Micronesia, Northern_mariana_islands, Palau, Solomon_islands, Spain, Taiwan, United_states, United_states_minor_outlying_islands",Animalia,Chordata,Terrestrial,"Australia, Guam, India, Indonesia, Papua New Guinea, Solomon Islands, United States of America, unknown or invalid"
